OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00350200,LINCOLN MEMORIAL UNIVERSITY,TN,377527920,PRIVATE," 2,008 "," 2,024 "," $1,21,26,017.00 ","2,024"," $53,50,498.00 "," 1,973 "," 2,055 "," $2,20,93,854.00 ","2,055"," $99,85,200.00 ", 30 , 32 ," $1,54,653.00 ",33," $83,278.00 ", 278 , 290 ," $47,37,137.00 ",291," $21,84,411.00 "
00350400,MARTIN METHODIST COLLEGE,TN,384782799,PRIVATE, 434 , 443 ," $18,68,421.00 ",452," $9,51,465.00 ", 340 , 364 ," $13,86,701.00 ",368," $7,03,859.00 ", 23 , 23 ," $1,83,744.00 ",23," $90,786.00 ", -   , -   , $-   ,0, $-   
00350500,MARYVILLE COLLEGE,TN,378045907,PRIVATE, 650 , 652 ," $27,71,746.00 ",653," $13,97,519.00 ", 672 , 781 ," $27,11,787.00 ",783," $13,58,002.00 ", 100 , 107 ," $10,08,540.00 ",108," $5,04,578.00 ", -   , -   , $-   ,0, $-   
00350600,MEHARRY MEDICAL COLLEGE,TN,372083599,PRIVATE, 306 , 306 ," $25,55,359.00 ",306," $12,85,402.00 ", 287 , 294 ," $83,11,895.00 ",295," $41,62,962.00 ", -   , -   , $-   ,0, $-   , 221 , 240 ," $55,35,419.00 ",262," $28,28,637.00 "
00350700,MEMPHIS COLLEGE OF ART,TN,381042764,PRIVATE, 10 , 10 ," $59,125.00 ",10," $30,251.00 ", 12 , 12 ," $85,500.00 ",12," $44,250.00 ", 5 , 5 ," $54,130.00 ",5," $27,065.00 ", -   , -   , $-   ,0, $-   
00351000,MIDDLE TENNESSEE STATE UNIVERSITY,TN,371323754,PUBLIC, 1 , 1 ," $2,000.00 ",1," $2,000.00 ", 1 , 1 , $200.00 ,1, $200.00 , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00351100,MILLIGAN COLLEGE,TN,376824001,PRIVATE, 388 , 394 ," $18,89,718.00 ",395," $9,89,552.00 ", 435 , 446 ," $22,07,288.00 ",446," $11,40,769.00 ", 47 , 49 ," $5,12,456.00 ",49," $2,65,488.00 ", 12 , 13 ," $1,37,983.00 ",13," $73,992.00 "
00351700,SOUTHERN COLLEGE OF OPTOMETRY,TN,381042222,PRIVATE, 224 , 225 ," $19,10,400.00 ",229," $9,55,166.00 ", 200 , 218 ," $46,87,391.00 ",223," $21,96,187.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $11,892.00 ",2," $11,892.00 "
00351800,SOUTHERN ADVENTIST UNIVERSITY,TN,373150370,PRIVATE, 725 , 726 ," $34,21,241.00 ",726," $17,20,916.00 ", 758 , 763 ," $33,28,759.00 ",763," $16,69,227.00 ", 81 , 81 ," $9,76,437.00 ",81," $4,90,198.00 ", -   , -   , $-   ,0, $-   
00351900,RHODES COLLEGE,TN,381121690,PRIVATE, 378 , 381 ," $16,39,637.00 ",381," $8,14,604.00 ", 455 , 481 ," $17,75,236.00 ",481," $8,89,371.00 ", 92 , 95 ," $17,06,790.00 ",95," $8,64,581.00 ", -   , -   , $-   ,0, $-   
00352300,TENNESSEE TECHNOLOGICAL UNIVERSITY,TN,385050001,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 163 , 167 ," $12,18,659.00 ",172," $6,51,736.00 ", 4 , 5 ," $36,800.00 ",5," $16,816.00 "
00352400,TENNESSEE TEMPLE UNIVERSITY,TN,374043587,PRIVATE, 385 , 386 ," $17,40,524.00 ",388," $8,45,896.00 ", 340 , 356 ," $17,72,657.00 ",360," $8,52,194.00 ", 8 , 8 ," $67,610.00 ",8," $34,610.00 ", -   , -   , $-   ,0, $-   
00352500,TENNESSEE WESLEYAN COLLEGE,TN,373710040,PRIVATE, 427 , 432 ," $18,70,572.00 ",432," $9,85,093.00 ", 365 , 386 ," $15,53,435.00 ",387," $8,13,752.00 ", 38 , 42 ," $3,13,373.00 ",44," $1,61,188.00 ", -   , -   , $-   ,0, $-   
00352600,TREVECCA NAZARENE UNIVERSITY,TN,372102877,PRIVATE, 800 , 811 ," $45,25,321.00 ",812," $23,67,071.00 ", 780 , 827 ," $41,75,404.00 ",828," $21,93,675.00 ", 114 , 116 ," $11,85,560.00 ",117," $6,10,633.00 ", 8 , 8 ," $59,324.00 ",8," $40,828.00 "
00352700,TUSCULUM COLLEGE,TN,377430001,PRIVATE, 782 , 789 ," $30,59,542.00 ",799," $18,11,226.00 ", 747 , 779 ," $33,45,542.00 ",785," $20,89,069.00 ", 53 , 53 ," $4,64,098.00 ",53," $2,40,920.00 ", -   , -   , $-   ,0, $-   
00352800,UNION UNIVERSITY,TN,383053697,PRIVATE," 1,344 "," 1,357 "," $74,52,178.00 ","1,361"," $34,19,096.00 "," 1,492 "," 1,561 "," $95,61,151.00 ","1,565"," $42,95,018.00 ", 132 , 137 ," $14,49,972.00 ",137," $7,23,144.00 ", 114 , 120 ," $23,20,488.00 ",120," $9,45,136.00 "
00352900,UNIVERSITY OF TENNESSEE - CHATTANOOGA,TN,374032598,PUBLIC," 2,887 "," 2,982 "," $1,30,23,317.00 ","3,003"," $67,97,439.00 "," 3,163 "," 3,456 "," $1,68,30,356.00 ","3,475"," $87,01,727.00 ", 164 , 172 ," $12,31,832.00 ",175," $6,78,985.00 ", 11 , 11 ," $96,624.00 ",12," $47,298.00 "
00353000,UNIVERSITY OF TENNESSEE,TN,379960150,PUBLIC," 9,596 "," 9,700 "," $5,62,88,537.00 ","9,736"," $2,88,85,947.00 "," 10,144 "," 10,524 "," $9,32,08,174.00 ","10,569"," $4,76,87,962.00 ", 620 , 641 ," $68,85,806.00 ",653," $36,19,895.00 ", 643 , 737 ," $78,98,621.00 ",750," $42,12,547.00 "
00353100,UNIVERSITY OF TENNESSEE - MARTIN,TN,382380002,PUBLIC," 2,675 "," 2,746 "," $1,12,80,757.00 ","2,746"," $57,46,460.00 "," 2,579 "," 2,760 "," $1,18,61,250.00 ","2,760"," $60,28,471.00 ", 115 , 123 ," $7,17,024.00 ",124," $3,81,752.00 ", -   , -   , $-   ,0, $-   
00353400,UNIVERSITY OF THE SOUTH (THE),TN,373831000,PRIVATE, 272 , 274 ," $11,23,735.00 ",275," $5,65,226.00 ", 188 , 192 ," $7,93,750.00 ",192," $4,05,526.00 ", 90 , 91 ," $17,70,503.00 ",91," $9,64,552.00 ", -   , -   , $-   ,0, $-   
00353500,VANDERBILT UNIVERSITY,TN,372400001,PRIVATE," 2,140 "," 2,152 "," $1,66,37,559.00 ","2,153"," $80,21,514.00 "," 2,326 "," 2,379 "," $2,67,92,692.00 ","2,379"," $1,28,18,097.00 ", 265 , 272 ," $57,08,829.00 ",273," $30,31,676.00 ", 925 , 957 ," $2,59,90,578.00 ",962," $1,15,90,158.00 "
00399900,CLEVELAND STATE COMMUNITY COLLEGE,TN,373122858,PUBLIC, 371 , 375 ," $12,25,016.00 ",376," $6,18,053.00 ", 326 , 335 ," $10,77,192.00 ",336," $5,41,322.00 ", 1 , 1 ," $7,370.00 ",1," $3,685.00 ", -   , -   , $-   ,0, $-   
00493400,DAYMAR INSTITUTE,TN,372171056,PROPRIETARY, 350 , 350 ," $12,62,292.00 ",471," $6,10,450.00 ", 331 , 357 ," $12,44,634.00 ",487," $6,15,213.00 ", 5 , 5 ," $21,204.00 ",7," $11,235.00 ", -   , -   , $-   ,0, $-   
00493800,SOUTH COLLEGE,TN,379093323,PROPRIETARY, 128 , 128 ," $7,07,267.00 ",130," $2,38,003.00 ", 126 , 206 ," $9,99,879.00 ",209," $3,38,319.00 ", 2 , 2 ," $24,000.00 ",2," $8,000.00 ", 33 , 33 ," $6,23,239.00 ",33," $2,08,491.00 "
00535900,TENNESSEE TECHNOLOGY CENTER AT NASHVILLE,TN,372094515,PUBLIC, 12 , 12 ," $29,942.00 ",13," $15,226.00 ", 9 , 9 ," $35,018.00 ",9," $17,405.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00537800,NORTHEAST STATE COMMUNITY COLLEGE,TN,376170246,PUBLIC, 786 , 793 ," $25,77,744.00 ",793," $13,09,858.00 ", 373 , 387 ," $9,23,391.00 ",387," $4,62,760.00 ", 2 , 2 ," $7,352.00 ",2," $3,676.00 ", -   , -   , $-   ,0, $-   
00683500,DYERSBURG STATE COMMUNITY COLLEGE,TN,380252450,PUBLIC, 869 , 870 ," $28,61,090.00 ",880," $14,27,086.00 ", 215 , 220 ," $6,34,012.00 ",224," $3,17,666.00 ", 4 , 4 ," $23,734.00 ",4," $13,250.00 ", -   , -   , $-   ,0, $-   
00743900,FOUNTAINHEAD COLLEGE OF TECHNOLOGY,TN,379182583,PROPRIETARY, 33 , 33 ," $1,40,750.00 ",33," $71,750.00 ", 27 , 27 ," $1,62,250.00 ",27," $84,250.00 ", 1 , 1 ," $7,000.00 ",1," $7,000.00 ", -   , -   , $-   ,0, $-   
00744000,NASHVILLE AUTO-DIESEL COLLEGE,TN,372063298,PROPRIETARY, 931 , 931 ," $32,81,807.00 ",932," $16,53,347.00 ", 914 ," 1,516 "," $42,11,666.00 ","1,523"," $21,23,004.00 ", 310 , 311 ," $35,15,168.00 ",332," $17,66,952.00 ", -   , -   , $-   ,0, $-   
00778300,MIDDLE TENNESSEE SCHOOL OF ANESTHESIA,TN,371150417,PRIVATE, 66 , 66 ," $5,61,000.00 ",66," $2,80,500.00 ", 61 , 61 ," $7,38,500.00 ",61," $3,69,250.00 ", -   , -   , $-   ,0, $-   , 38 , 40 ," $9,63,635.00 ",40," $4,73,175.00 "
00886300,WALTERS STATE COMMUNITY COLLEGE,TN,378136899,PUBLIC, 399 , 399 ," $11,78,536.00 ",399," $5,92,915.00 ", 201 , 201 ," $5,73,383.00 ",201," $2,89,854.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00991200,VOLUNTEER STATE COMMUNITY COLLEGE,TN,370663188,PUBLIC," 1,329 "," 1,346 "," $41,74,173.00 ","1,346"," $21,06,416.00 ", 444 , 449 ," $12,64,038.00 ",449," $6,34,396.00 ", 5 , 5 ," $28,765.00 ",5," $14,383.00 ", -   , -   , $-   ,0, $-   
00991400,ROANE STATE COMMUNITY COLLEGE,TN,377488664,PUBLIC, 587 , 592 ," $21,11,028.00 ",592," $10,58,486.00 ", 504 , 513 ," $19,23,154.00 ",515," $9,67,328.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00998200,VICTORY UNIVERSITY,TN,381114745,PROPRIETARY, 331 , 331 ," $14,69,137.00 ",331," $7,38,994.00 ", 353 , 353 ," $22,83,223.00 ",353," $11,49,097.00 ", 3 , 3 ," $19,250.00 ",3," $14,250.00 ", -   , -   , $-   ,0, $-   
01021700,INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY,TN,372142428,PROPRIETARY, 206 , 206 ," $7,50,078.00 ",214," $2,68,163.00 ", 205 , 239 ," $9,32,287.00 ",247," $3,24,574.00 ", 11 , 11 ," $1,06,646.00 ",13," $45,810.00 ", -   , -   , $-   ,0, $-   
01044700,PLAZA BEAUTY SCHOOL,TN,381174822,PROPRIETARY, 10 , 10 ," $24,815.00 ",12," $13,322.00 ", 9 , 9 ," $19,676.00 ",11," $12,015.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01052900,MEMPHIS THEOLGICAL SEMINARY,TN,381044395,PRIVATE, 61 , 61 ," $4,90,816.00 ",61," $2,47,532.00 ", 51 , 51 ," $4,14,298.00 ",51," $2,10,148.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01254700,EMMANUEL CHRISTIAN SEMINARY,TN,376019438,PRIVATE, 37 , 39 ," $2,49,848.00 ",40," $1,24,925.00 ", 8 , 8 ," $46,362.00 ",8," $23,183.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01269300,PELLISSIPPI STATE COMMUNITY COLLEGE,TN,379330990,PUBLIC," 1,769 "," 1,791 "," $56,03,786.00 ","1,792"," $28,32,190.00 "," 1,190 "," 1,233 "," $47,12,575.00 ","1,234"," $23,82,152.00 ", 32 , 33 ," $1,92,130.00 ",33," $96,068.00 ", -   , -   , $-   ,0, $-   
02106400,O'MORE COLLEGE OF DESIGN,TN,370642816,PRIVATE, 74 , 74 ," $3,31,425.00 ",75," $1,69,088.00 ", 72 , 74 ," $2,54,950.00 ",74," $1,27,613.00 ", 27 , 29 ," $3,02,224.00 ",29," $1,64,526.00 ", -   , -   , $-   ,0, $-   
02125300,NASHVILLE COLLEGE OF MEDICAL CAREERS,TN,371154696,PROPRIETARY, 11 , 11 ," $36,556.00 ",12," $20,806.00 ", 10 , 10 ," $45,254.00 ",11," $21,849.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02153100,PAUL MITCHELL THE SCHOOL NASHVILLE,TN,370133347,PROPRIETARY, 59 , 59 ," $1,88,509.00 ",61," $95,944.00 ", 63 , 64 ," $2,63,369.00 ",67," $1,34,429.00 ", 3 , 3 ," $16,315.00 ",4," $9,939.00 ", -   , -   , $-   ,0, $-   
02157100,CONCORDE CAREER COLLEGE,TN,381370132,PROPRIETARY, 272 , 273 ," $8,65,377.00 ",276," $4,20,469.00 ", 225 , 225 ," $9,08,736.00 ",232," $4,48,368.00 ", 6 , 6 ," $46,095.00 ",6," $18,910.00 ", -   , -   , $-   ,0, $-   
02188300,PENTECOSTAL THEOLOGICAL SEMINARY,TN,373203330,PRIVATE, 73 , 78 ," $5,38,867.00 ",87," $2,89,408.00 ", 57 , 62 ," $5,41,087.00 ",69," $2,93,785.00 ", -   , -   , $-   ,0, $-   , 1 , 2 ," $5,455.00 ",2," $2,728.00 "
02204200,"CHATTANOOGA COLLEGE - MEDICAL, DENTAL AND TECHNICAL CAREERS",TN,374113798,PROPRIETARY, 75 , 78 ," $2,68,226.00 ",82," $94,023.00 ", 60 , 61 ," $2,86,895.00 ",65," $76,494.00 ", 9 , 9 ," $20,962.00 ",9," $6,992.00 ", -   , -   , $-   ,0, $-   
02294000,VOLUNTEER BEAUTY ACADEMY OF DYERSBURG,TN,380241622,PROPRIETARY, 1 , 1 ," $3,000.00 ",1," $1,500.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02326200,KAPLAN CAREER INSTITUTE,TN,372171342,PROPRIETARY, 164 , 164 ," $5,40,592.00 ",185," $2,15,789.00 ", 159 , 161 ," $7,70,754.00 ",180," $2,89,776.00 ", 2 , 2 ," $16,051.00 ",2," $5,351.00 ", -   , -   , $-   ,0, $-   
02326300,FORTIS INSTITUTE,TN,385014305,PROPRIETARY, 634 , 634 ," $21,07,217.00 ",801," $9,82,884.00 ", 583 , 592 ," $22,30,196.00 ",761," $10,47,630.00 ", 25 , 26 ," $1,15,371.00 ",33," $53,870.00 ", -   , -   , $-   ,0, $-   
02359800,ITT TECHNICAL INSTITUTE,TN,372143717,PROPRIETARY, 410 , 411 ," $16,24,273.00 ",412," $5,82,727.00 ", 378 , 378 ," $19,71,923.00 ",378," $7,05,980.00 ", 39 , 39 ," $4,02,840.00 ",39," $1,37,599.00 ", -   , -   , $-   ,0, $-   
02540000,TENNESSEE ACADEMY OF COSMETOLOGY,TN,381338940,PROPRIETARY, 4 , 4 ," $10,083.00 ",4," $5,625.00 ", 3 , 3 ," $8,667.00 ",3," $5,334.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02578200,NOSSI COLLEGE OF ART,TN,371155138,PROPRIETARY, 211 , 211 ," $7,68,346.00 ",211," $3,99,852.00 ", 221 , 223 ," $11,44,521.00 ",223," $5,94,902.00 ", 10 , 10 ," $1,14,800.00 ",10," $59,400.00 ", -   , -   , $-   ,0, $-   
02614200,MILLER - MOTTE TECHNICAL COLLEGE,TN,370406023,PROPRIETARY," 1,333 "," 1,341 "," $45,00,213.00 ","1,370"," $16,64,359.00 "," 1,221 "," 1,238 "," $48,69,951.00 ","1,253"," $17,31,382.00 ", 34 , 34 ," $2,10,941.00 ",34," $71,285.00 ", -   , -   , $-   ,0, $-   
03001800,FREE WILL BAPTIST BIBLE COLLEGE,TN,372052498,PRIVATE, 122 , 122 ," $5,20,027.00 ",122," $2,61,534.00 ", 118 , 119 ," $5,04,793.00 ",120," $2,34,648.00 ", 20 , 24 ," $2,25,700.00 ",24," $1,15,850.00 ", -   , -   , $-   ,0, $-   
03024900,TENNESSEE ACADEMY OF COSMETOLOGY,TN,381253442,PROPRIETARY, 5 , 5 ," $15,875.00 ",6," $9,125.00 ", 3 , 3 ," $9,167.00 ",4," $6,167.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03061100,GENESIS CAREER COLLEGE: LEBANON CAMPUS,TN,370872718,PROPRIETARY, 6 , 6 ," $9,343.00 ",6," $6,195.00 ", 2 , 2 ," $2,371.00 ",2," $2,371.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03073400,ITT TECHNICAL INSTITUTE,TN,379323343,PROPRIETARY, 614 , 621 ," $24,46,704.00 ",621," $8,64,412.00 ", 591 , 598 ," $31,57,861.00 ",598," $11,09,339.00 ", 69 , 69 ," $6,72,906.00 ",69," $2,29,059.00 ", -   , -   , $-   ,0, $-   
03079100,NORTH CENTRAL INSTITUTE,TN,370423116,PROPRIETARY, 3 , 3 ," $10,104.00 ",3," $4,963.00 ", 3 , 3 ," $13,247.00 ",3," $6,538.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03088800,"WATKINS COLLEGE OF ART, DESIGN & FILM",TN,372281306,PRIVATE, 201 , 204 ," $8,51,608.00 ",204," $4,32,441.00 ", 194 , 196 ," $8,58,186.00 ",196," $4,34,084.00 ", 56 , 56 ," $6,58,782.00 ",56," $3,33,142.00 ", -   , -   , $-   ,0, $-   
03355400,RICHMONT GRADUATE UNIVERSITY,TN,374043026,PRIVATE, 142 , 143 ," $11,82,549.00 ",144," $5,88,875.00 ", 106 , 109 ," $11,26,450.00 ",110," $5,58,575.00 ", -   , -   , $-   ,0, $-   , 13 , 14 ," $2,02,430.00 ",14," $86,332.00 "
03440300,BAPTIST MEMORIAL COLLEGE OF HEALTH SCIENCES,TN,381043104,PRIVATE, 516 , 518 ," $20,99,658.00 ",520," $10,18,426.00 ", 567 , 596 ," $32,21,235.00 ",602," $15,54,044.00 ", 15 , 16 ," $1,08,356.00 ",16," $57,928.00 ", -   , -   , $-   ,0, $-   
03513500,WILLIAMSON CHRISTIAN COLLEGE,TN,370678237,PRIVATE, 9 , 10 ," $35,239.00 ",13," $23,245.00 ", 11 , 11 ," $51,114.00 ",14," $27,933.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03647300,NEW CONCEPTS SCHOOL OF COSMETOLOGY,TN,373117373,PROPRIETARY, 4 , 5 ," $8,100.00 ",6," $5,600.00 ", 2 , 2 ," $7,350.00 ",2," $3,675.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03830300,SAE INSTITUTE OF TECHNOLOGY,TN,372034310,PROPRIETARY, 22 , 22 ," $74,949.00 ",22," $37,350.00 ", 20 , 20 ," $88,975.00 ",20," $44,000.00 ", 6 , 6 ," $98,050.00 ",6," $49,025.00 ", -   , -   , $-   ,0, $-   
03982300,VISIBLE MUSIC COLLEGE,TN,381032710,PRIVATE, 56 , 56 ," $2,42,918.00 ",56," $1,21,459.00 ", 56 , 57 ," $2,20,488.00 ",57," $1,08,494.00 ", 12 , 12 ," $1,25,085.00 ",13," $63,893.00 ", -   , -   , $-   ,0, $-   
00353700,ABILENE CHRISTIAN UNIVERSITY,TX,796993701,PRIVATE," 1,797 "," 1,852 "," $88,09,474.00 ","1,855"," $46,09,327.00 "," 2,077 "," 2,347 "," $1,00,29,743.00 ","2,350"," $52,31,442.00 ", 203 , 208 ," $28,63,019.00 ",214," $15,59,047.00 ", 11 , 12 ," $93,622.00 ",12," $51,574.00 "
00353900,ALVIN COMMUNITY COLLEGE,TX,775114807,PUBLIC, 215 , 215 ," $7,69,632.00 ",215," $2,03,125.00 ", 62 , 63 ," $2,80,686.00 ",63," $71,215.00 ", 2 , 2 ," $17,500.00 ",2," $8,750.00 ", -   , -   , $-   ,0, $-   
00354000,AMARILLO COLLEGE,TX,791092446,PUBLIC," 1,113 "," 1,120 "," $35,41,887.00 ","1,128"," $21,73,476.00 ", 840 , 847 ," $34,34,382.00 ",852," $19,58,691.00 ", 1 , 1 ," $2,334.00 ",1," $1,167.00 ", -   , -   , $-   ,0, $-   
00354100,ANGELO STATE UNIVERSITY,TX,769095069,PUBLIC," 2,337 "," 2,418 "," $95,26,566.00 ","2,420"," $50,54,808.00 "," 2,265 "," 2,658 "," $1,01,02,975.00 ","2,661"," $53,30,734.00 ", 300 , 308 ," $20,18,988.00 ",309," $10,41,385.00 ", -   , -   , $-   ,0, $-   
00354300,AUSTIN COLLEGE,TX,750904440,PRIVATE, 490 , 498 ," $19,42,291.00 ",498," $9,74,950.00 ", 608 , 679 ," $26,40,605.00 ",679," $13,21,735.00 ", 198 , 203 ," $22,38,100.00 ",203," $11,11,883.00 ", -   , -   , $-   ,0, $-   
00354400,AUSTIN PRESBYTERIAN THEOLOGICAL SEMINARY,TX,787055797,PRIVATE, 30 , 30 ," $2,27,579.00 ",30," $1,13,459.00 ", 20 , 20 ," $1,37,871.00 ",20," $68,419.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00354500,BAYLOR UNIVERSITY,TX,767981458,PRIVATE," 5,600 "," 5,847 "," $2,75,37,130.00 ","5,850"," $1,41,76,030.00 "," 5,467 "," 6,463 "," $2,56,60,323.00 ","6,468"," $1,30,85,346.00 ", 834 , 879 ," $1,44,83,835.00 ",891," $79,41,265.00 ", 232 , 244 ," $40,38,923.00 ",248," $17,89,814.00 "
00354600,COASTAL BEND COLLEGE,TX,781022197,PUBLIC, 324 , 324 ," $10,01,945.00 ",324," $5,08,636.00 ", 249 , 250 ," $9,45,170.00 ",250," $4,68,205.00 ", 5 , 5 ," $19,247.00 ",5," $10,074.00 ", -   , -   , $-   ,0, $-   
00354900,BLINN COLLEGE,TX,778334098,PUBLIC," 2,258 "," 2,281 "," $77,08,097.00 ","2,318"," $40,49,259.00 "," 1,179 "," 1,268 "," $46,84,353.00 ","1,304"," $24,06,403.00 ", 173 , 173 ," $10,67,679.00 ",173," $5,44,837.00 ", -   , -   , $-   ,0, $-   
00355300,CISCO COLLEGE,TX,764379803,PUBLIC, 376 , 376 ," $11,94,797.00 ",376," $3,14,112.00 ", 408 , 408 ," $15,42,073.00 ",409," $4,11,798.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00355400,CLARENDON COLLEGE,TX,792260000,PUBLIC, 204 , 204 ," $5,71,497.00 ",211," $3,13,224.00 ", 203 , 205 ," $7,82,235.00 ",217," $4,17,475.00 ", 3 , 3 ," $16,868.00 ",3," $8,434.00 ", -   , -   , $-   ,0, $-   
00355700,CONCORDIA UNIVERSITY TEXAS,TX,787264141,PRIVATE, 438 , 443 ," $21,12,390.00 ",444," $9,93,499.00 ", 603 , 614 ," $39,98,451.00 ",615," $18,72,440.00 ", 48 , 48 ," $5,89,537.00 ",48," $3,10,679.00 ", -   , -   , $-   ,0, $-   
00355800,NORTH CENTRAL TEXAS COLLEGE,TX,762404699,PUBLIC, 907 , 907 ," $29,99,904.00 ",907," $7,86,858.00 ", 538 , 538 ," $19,77,431.00 ",538," $5,17,324.00 ", 7 , 7 ," $28,500.00 ",8," $8,250.00 ", -   , -   , $-   ,0, $-   
00356000,DALLAS BAPTIST UNIVERSITY,TX,752119299,PRIVATE," 1,586 "," 1,616 "," $78,64,678.00 ","1,619"," $43,38,616.00 "," 1,801 "," 1,949 "," $1,24,86,308.00 ","1,951"," $67,69,181.00 ", 136 , 138 ," $8,94,513.00 ",139," $4,60,159.00 ", 3 , 3 ," $30,742.00 ",3," $16,425.00 "
00356100,CEDAR VALLEY COLLEGE,TX,751343799,PUBLIC, 22 , 25 ," $80,589.00 ",26," $44,046.00 ", 16 , 17 ," $77,145.00 ",17," $40,450.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00356200,DALLAS THEOLOGICAL SEMINARY,TX,752046411,PRIVATE, 217 , 219 ," $12,51,871.00 ",220," $7,74,495.00 ", 45 , 46 ," $1,79,034.00 ",47," $1,23,299.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00356300,DEL MAR COLLEGE,TX,784043897,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 6 , 6 ," $46,968.00 ",6," $27,234.00 ", -   , -   , $-   ,0, $-   
00356400,EAST TEXAS BAPTIST UNIVERSITY,TX,756701423,PRIVATE, 366 , 366 ," $14,58,969.00 ",370," $8,04,596.00 ", 383 , 383 ," $15,54,360.00 ",387," $8,20,022.00 ", 34 , 34 ," $2,03,591.00 ",34," $1,21,975.00 ", -   , -   , $-   ,0, $-   
00356500,TEXAS A&M UNIVERSITY - COMMERCE,TX,754293011,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 123 , 124 ," $9,35,334.00 ",126," $4,74,578.00 ", -   , -   , $-   ,0, $-   
00356800,FRANK PHILLIPS COLLEGE,TX,790074427,PUBLIC, 159 , 177 ," $5,56,196.00 ",178," $2,93,620.00 ", 158 , 171 ," $6,69,835.00 ",173," $3,50,191.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00357000,GRAYSON COUNTY COLLEGE,TX,750208299,PUBLIC, 610 , 610 ," $21,24,288.00 ",617," $10,64,999.00 ", 509 , 509 ," $22,72,772.00 ",517," $11,33,074.00 ", 2 , 2 ," $4,634.00 ",3," $3,284.00 ", -   , -   , $-   ,0, $-   
00357100,HARDIN-SIMMONS UNIVERSITY,TX,796986050,PRIVATE," 1,016 "," 1,040 "," $46,40,157.00 ","1,042"," $24,84,799.00 "," 1,134 "," 1,416 "," $61,17,850.00 ","1,421"," $33,10,510.00 ", 49 , 50 ," $4,86,985.00 ",53," $2,81,983.00 ", 5 , 5 ," $51,224.00 ",5," $27,112.00 "
00357200,TRINITY VALLEY COMMUNITY COLLEGE,TX,757512734,PUBLIC, 363 , 402 ," $12,16,836.00 ",453," $6,46,539.00 ", 384 , 424 ," $14,36,608.00 ",475," $7,54,160.00 ", 1 , 1 ," $2,500.00 ",1," $1,250.00 ", -   , -   , $-   ,0, $-   
00357300,HILL COLLEGE,TX,766452711,PUBLIC, 202 , 203 ," $6,97,060.00 ",206," $3,23,874.00 ", 201 , 208 ," $8,84,267.00 ",211," $4,05,550.00 ", 1 , 1 ," $8,000.00 ",1," $4,000.00 ", -   , -   , $-   ,0, $-   
00357500,HOWARD PAYNE UNIVERSITY,TX,768012715,PRIVATE, 447 , 450 ," $17,18,020.00 ",450," $8,81,067.00 ", 525 , 546 ," $24,72,023.00 ",546," $12,50,415.00 ", 74 , 76 ," $6,73,571.00 ",76," $3,38,127.00 ", -   , -   , $-   ,0, $-   
00357600,HOUSTON BAPTIST UNIVERSITY,TX,770743298,PRIVATE, 739 , 758 ," $32,22,854.00 ",787," $16,89,569.00 ", 744 , 810 ," $40,07,715.00 ",836," $20,74,562.00 ", 105 , 107 ," $13,83,561.00 ",112," $7,42,177.00 ", 6 , 6 ," $50,923.00 ",6," $25,464.00 "
